cik,ticker,title
1162192,AVRX,AVALON PHARMACEUTICALS INC
1162093,INQB,GAMES INC
1162030,AYN,ALLIANCE NEW YORK MUNICIPAL INCOME FUND
1161963,AMIS,AMIS HOLDINGS INC
1161924,MBRK,"MiddleBrook Pharmaceuticals, Inc."
1161924,MBRKQ,"MiddleBrook Pharmaceuticals, Inc."
1161862,BWTAF,BWT AKTIENGESELLSCHAFT /FI
1161785,ABGB,"ABENGOA, S.A."
1161647,SIVC,"S3 INVESTMENT COMPANY, INC."
1161448,BOT,CBOT HOLDINGS INC
1161315,YDLE,YODLEE INC
1161154,ETP,"Energy Transfer Operating, L.P."
1160858,TRLG,TRUE RELIGION APPAREL INC
1160846,OIBR,OI S.A. - In Judicial Reorganization
1160846,OIBRC,OI S.A. - In Judicial Reorganization
1160544,SEQU,STERLING EQUITY HOLDINGS INC
1160262,MTE,MAHANAGAR TELEPHONE NIGAM LTD
1160084,LPHCQ,LOCATEPLUS HOLDINGS CORP
1160084,LPHW,LOCATEPLUS HOLDINGS CORP
1160084,LPHCE,LOCATEPLUS HOLDINGS CORP
1160084,LPHC,LOCATEPLUS HOLDINGS CORP
1160078,NVBG,NOVA BIOGENETICS INC
1160078,NVBGE,NOVA BIOGENETICS INC
1159513,PRIS,PROMOTORA DE INFORMACIONES SA /FI
1159510,DGLD,CREDIT SUISSE GROUP AG
1159510,DSLV,CREDIT SUISSE GROUP AG
1159510,TVIX,CREDIT SUISSE GROUP AG
1159510,UGLD,CREDIT SUISSE GROUP AG
1159510,USLV,CREDIT SUISSE GROUP AG
1159510,VIIX,CREDIT SUISSE GROUP AG
1159510,VIIZ,CREDIT SUISSE GROUP AG
1159510,XIV,CREDIT SUISSE GROUP AG
1159510,ZIV,CREDIT SUISSE GROUP AG
1159508,DB-R,DEUTSCHE BANK AKTIENGESELLSCHAFT
1159464,VAMA,Green PolkaDot Box Inc
1159427,SCMFO,SOUTHERN COMMUNITY FINANCIAL CORP
1159427,SCMF,SOUTHERN COMMUNITY FINANCIAL CORP
1159297,MWV,MEADWESTVACO Corp
1159204,MTRJY,MTR CORP LTD
1159154,RJET,REPUBLIC AIRWAYS HOLDINGS INC
1159154,RJETQ,REPUBLIC AIRWAYS HOLDINGS INC
1158833,LSR,LIFE SCIENCES RESEARCH INC
1158399,BUR,Burcon NutraScience Corp
1158235,ASPRE,"ADSOUTH PARTNERS, INC."
1158134,DJJI,Dijji Corp
1158134,DJJIE,Dijji Corp
1158113,FDG,FORDING CANADIAN COAL TRUST
1158084,SMFJY,SUMITOMO MITSUI BANKING CORP /ADR/
1158004,TWWBF,TRANSCOM WORLDWIDE SA
1158004,TWWAF,TRANSCOM WORLDWIDE SA
1157972,DJO,"DJO Opco Holdings, Inc."
1157780,OPXT,OPNEXT INC
1157758,ATC,"ATC Ventures Group, Inc."
1157654,TKPPY,TECHNIP
1157605,FJTVFM,FUJI TELEVISION NETWORK INC
1157602,VTAE,"Vitae Pharmaceuticals, Inc"
1157377,ABCO,ADVISORY BOARD CO
1157300,GBLP,"Global Pharmatech, Inc."
1157300,GBLPE,"Global Pharmatech, Inc."
1157282,NWCB,NEWNAN COWETA BANCSHARES INC
1157282,NWCBE,NEWNAN COWETA BANCSHARES INC
1157004,MSLG,"GeoBio Energy, Inc."
1156953,GBTS,GATEWAY FINANCIAL HOLDINGS INC
1156893,NSEOE,NS8 CORP
1156784,CROE,"CoroWare, Inc,"
1156295,SRLSE,SERACARE LIFE SCIENCES INC
1156295,SRLSQ,SERACARE LIFE SCIENCES INC
1156295,SRLS,SERACARE LIFE SCIENCES INC
1156293,LSTM,"International Aerospace Enterprises, Inc."
1095266,WSTM,WORKSTREAM INC
790066,GLEC,Global Ecology Corp
1145906,HRUA,HEREUARE INC
1145761,SGZI,"U.S. China Mining Group, Inc."
1145761,SGZIE,"U.S. China Mining Group, Inc."
1145683,COSWF,CANADIAN OIL SANDS TRUST/NEW/FI
1145460,ALR-B,ALERE INC.
1145460,ALR,ALERE INC.
1145328,AULN,"GeNOsys, Inc."
1145254,NFDV,ARIEL WAY INC
1089932,WQNI,"WQN, Inc."
1145237,LNKG,LINK GROUP INC
1145202,UNCLQ,MRU HOLDINGS INC
1145124,SWIM,THINKORSWIM GROUP INC.
1145057,FSCT,"FORESCOUT TECHNOLOGIES, INC"
1145019,PHEI,"Phantom Entertainment, Inc."
1145019,PHEIE,"Phantom Entertainment, Inc."
1144945,PVR,"PVR PARTNERS, L. P."
1144906,NKSGF,CATALYST PAPER CORP
1144892,EPFL,EPIC FINANCIAL CORP
1144892,EPFLE,EPIC FINANCIAL CORP
1144686,WBNK,WACCAMAW BANKSHARES INC
1144515,AJSBD,AJS BANCORP INC
1144515,AJSB,AJS BANCORP INC
1144439,FLWEE,FELLOWS ENERGY LTD
1144354,HPY,HEARTLAND PAYMENT SYSTEMS INC
1144347,IUSN,"INTERLINK-US-NETWORK, LTD."
1144331,XJT,EXPRESSJET HOLDINGS INC
1144320,NEWN,NEW ENERGY SYSTEMS GROUP
1144255,CMTD,"Celsia Technologies, Inc."
1144225,ISCR,DECISION DIAGNOSTICS CORP
1144225,ISCRE,DECISION DIAGNOSTICS CORP
1143921,VSB,"VANTAGESOUTH BANCSHARES, INC."
1143883,GCEGF,GEOCAN ENERGY INC
1143848,LSBX,LSB CORP
1143834,FRCCO,FIRST REPUBLIC PREFERRED CAPITAL CORP
1143834,FRCCP,FIRST REPUBLIC PREFERRED CAPITAL CORP
1143799,MDCR,MEDICOR LTD
1143799,MDCRQ,MEDICOR LTD
1143566,EVGG,EVERGREENBANCORP INC
1143513,GLADP,GLADSTONE CAPITAL CORP
1143155,XBKS,"Xenith Bankshares, Inc."
1143068,GXP,GREAT PLAINS ENERGY INC
1142801,AMSUE,AMANASU ENVIRONMENT CORP
1142701,UNTDV,UNITED ONLINE INC
1142701,UNTD,UNITED ONLINE INC
1142576,OPTR,OPTIMER PHARMACEUTICALS INC
1142512,ZIPR,ZIPREALTY INC
1142229,PVX ,PROVIDENT ENERGY LTD
1141982,CBE,Cooper Industries plc
1141719,ALTE,ALTERRA CAPITAL HOLDINGS Ltd
1141590,DNRR,"Playlogic Entertainment, Inc."
1141575,CTBP,COAST BANCORP/CA
1141399,ABBI,"APP Pharmaceuticals, Inc."
1141363,VLTA,VIALTA INC
1141299,MCGC,MCG CAPITAL CORP
1141263,LMCO,Li-ion Motors Corp.
1141240,LQMTE,LIQUIDMETAL TECHNOLOGIES INC
1141197,VDYS,PEDEVCO CORP
1140827,CSNY,CITY NETWORK INC
1140657,HPCCP,HUNTINGTON PREFERRED CAPITAL INC
1140486,ATHR,ATHEROS COMMUNICATIONS INC
1140471,NSSMY,NIPPON STEEL CORP
1140471,NISTY,NIPPON STEEL CORP
1140467,INBVF,Anheuser-Busch InBev S.A.
1140396,GJH,SYNTHETIC FIXED INCOME SECURITIES INC
1140396,GJO,SYNTHETIC FIXED INCOME SECURITIES INC
1140396,GJS,SYNTHETIC FIXED INCOME SECURITIES INC
1140396,GJT,SYNTHETIC FIXED INCOME SECURITIES INC
1140396,GJV,SYNTHETIC FIXED INCOME SECURITIES INC
1140184,IPMT,"iPayment, Inc."
1140102,CCNIE,"Command Center, Inc."
1140098,OCAT,"Ocata Therapeutics, Inc."
1140022,AV,AVIVA PLC
1140022,AVV,AVIVA PLC
1139812,MBFIP,MB FINANCIAL INC /MD
1139812,MBFI,MB FINANCIAL INC /MD
1139463,MDTH,MEDCATH CORP
1139313,WOSCY,WOLSELEY PLC
1139220,ECTA,ELECTRA CAPITAL INC /NV
1139088,DAHSF,DAH SING FINANCIAL GROUP /FI
1138951,LF,LEAPFROG ENTERPRISES INC
1138830,AUTH,AUTHENTEC INC
1138817,FSGID,FIRST SECURITY GROUP INC/TN
1138817,FSGI,FIRST SECURITY GROUP INC/TN
1138804,UNCA,UNICA CORP
1138724,CSOF,"Global Arena Holding, Inc."
1138724,CSOFE,"Global Arena Holding, Inc."
1138462,ACIE,ACIES CORP
1138462,ACIEE,ACIES CORP
1138412,GXDX,GENOPTIX INC
1138400,BMTI,"BIOMIMETIC THERAPEUTICS, INC."
1138180,VTGE,LEW CORP
1138173,SHSN,SHEARSON FINANCIAL NETWORK INC
1138173,SHSNQ,SHEARSON FINANCIAL NETWORK INC
1138118,CBRE,"CBRE GROUP, INC."
1137824,TZF,BEAR STEARNS DEPOSITOR INC
1137469,NBFA,"NOVA BIOSOURCE FUELS, INC."
1137469,NBFAQ,"NOVA BIOSOURCE FUELS, INC."
1137417,ORBD,"GLOBAL PARI-MUTUEL SERVICES, INC."
1137411,COL,ROCKWELL COLLINS INC
1137360,XMPT,VanEck Vectors ETF Trust
1137204,HIPP,"EPM Live, Inc."
1137204,HIPPQ,"EPM Live, Inc."
1137117,ENTM,"Immunotech Laboratories, Inc."
1137083,LLEN,"L & L ENERGY, INC."
1137048,ORH,ODYSSEY RE HOLDINGS CORP
1137047,SWRG,SMITH & WOLLENSKY RESTAURANT GROUP INC
1137046,SSE,SOUTHERN CONNECTICUT BANCORP INC
1136917,CRXN,CONCENTRAX INC
1136869,ZMH,"ZIMMER BIOMET HOLDINGS, INC."
1136725,AEND,AMERICAN ENTERPRISE DEVELOPMENT CORP
1136725,AENDE,AMERICAN ENTERPRISE DEVELOPMENT CORP
1136655,ARBXD,ARBINET Corp
1136655,ARBX,ARBINET Corp
1136294,WLMS,Williams Industrial Services Group Inc.
1136174,HYTM,"CATASYS, INC."
1135971,POM,PEPCO HOLDINGS LLC
1135906,EPRS,"EPIRUS Biopharmaceuticals, Inc."
1135711,NETL,NETLOGIC MICROSYSTEMS INC
1135644,SI,SIEMENS AKTIENGESELLSCHAFT
1135443,STLOF,SHEP TECHNOLOGIES INC
1135347,RMFRF,KISKA METALS CORP.
1135202,ECPNE,EL CAPITAN PRECIOUS METALS INC
1135017,KMR,KINDER MORGAN MANAGEMENT LLC
1134765,BZI,"Charlie's Holdings, Inc."
1134203,TLEO,TALEO CORP
1134011,AWLL,Applied Wellness Corp
1134011,AWLLE,Applied Wellness Corp
1133872,ZANE,ZANETT INC
1133872,ZANED,ZANETT INC
1133798,RWLS,"TX Holdings, Inc."
1133667,SEGSF,SIA ENGINEERING CO LTD
1133519,MCU,MEDICURE INC
1133416,GALTU,GALECTIN THERAPEUTICS INC
1133416,GALTW,GALECTIN THERAPEUTICS INC
1133416,PRWP,GALECTIN THERAPEUTICS INC
1133409,BAFI,BANCAFFILIATED INC
1133324,INPC,INPHONIC INC
1133260,UDRL,UNION DRILLING INC
1133116,HDWR,"iGlue, Inc."
1132924,CHT-W,CHUNGHWA TELECOM CO LTD
1132907,HMSLQ,LPBP INC
1132907,HMSL,LPBP INC
1132809,BFUN,BAM ENTERTAINMENT INC
1132784,GAXI,GALAXY ENERGY CORP
1132784,GAXIQ,GALAXY ENERGY CORP
1132704,BPWRE,BALATON POWER INC
1132704,BPWRF,BALATON POWER INC
1132686,WNSH,"Aventura Equities, Inc."
1132686,WNSHE,"Aventura Equities, Inc."
1132645,TMYEQ,TRANSMERIDIAN EXPLORATION INC
1132590,GMSL,"GEM SOLUTIONS, INC."
1132571,FUAIF,FUNAI ELECTRIC CO LTD
1132541,BSGNF,BRESAGEN LTD
1132484,NZ,NETEZZA CORP
1132340,XSONF,CLAXSON INTERACTIVE GROUP INC
1132340,XSONE,CLAXSON INTERACTIVE GROUP INC
1131907,MITI,"MICROMET, INC."
1131543,AMBI,AMBIT BIOSCIENCES CORP
1131517,ANSV,"ANESIVA, INC."
1131517,ANSVQ,"ANESIVA, INC."
1131457,ZIP,ZIPCAR INC
1131312,ZNWAW,ZION OIL & GAS INC
1131312,ZNWAZ,ZION OIL & GAS INC
1131312,ZNWAL,ZION OIL & GAS INC
1131312,ZNWAA,ZION OIL & GAS INC
1131312,HZD,ZION OIL & GAS INC
1131072,TECJQ,TETON ENERGY CORP
1130968,SDA,SADIA S.A.
1130890,SKYPF,SKY PERFECT COMMUNICATIONS INC
1130866,HITT,HITTITE MICROWAVE CORP
1130646,RSSYF,RESIN SYSTEMS INC
1130626,LDIS,LEADIS TECHNOLOGY INC
1130591,XNPT,XENOPORT INC
1130385,FWLT,FOSTER WHEELER AG
1130385,FWLTW,FOSTER WHEELER AG
1130385,FWLTZ,FOSTER WHEELER AG
1130258,APKT,ACME PACKET INC
1129981,OGBY,OGLEBAY NORTON CO /OHIO/
1129920,MISN,MISSION COMMUNITY BANCORP
1129900,DNNC,DONINI INC
1129900,DNNCD,DONINI INC
1129847,FIRT,FIRST BANCTRUST CORP
1129633,PFX,PHOENIX COMPANIES INC/DE
1129633,PNX,PHOENIX COMPANIES INC/DE
1129623,ODSY,ODYSSEY HEALTHCARE INC
1129552,CTMI,CTI MOLECULAR IMAGING INC
1129425,ZGEN,ZYMOGENETICS INC
1129284,PFEH,PACIFICAP ENTERTAINMENT HOLDINGS INC
1129284,PFEHE,PACIFICAP ENTERTAINMENT HOLDINGS INC
1129201,STTFF,SMARTONE TELECOMMUNICATIONS HOLDINGS LTD
1129120,WSHEE,GreenLink International Inc.
1128790,TUSMF,QWICK MEDIA INC.
1128790,TUSME,QWICK MEDIA INC.
1128725,ICLDW,"INTERCLOUD SYSTEMS, INC."
1128495,ANDS,ANADYS PHARMACEUTICALS INC
1128227,FFNM,"First Federal of Northern Michigan Bancorp, Inc."
1127993,FLCR,"GALAXY NEXT GENERATION, INC."
1127993,GAXY,"GALAXY NEXT GENERATION, INC."
1127842,DSKA,"Cordex Pharma, Inc."
1127842,DSKAE,"Cordex Pharma, Inc."
1127801,OSTLF,ONESTEEL LTD /FI
1127696,HESGE,HEALTH SCIENCES GROUP INC
1127442,CTZN,CITIZENS FIRST BANCORP INC
1127393,HEM,HEMOSENSE INC
1127342,GMXR,GMX RESOURCES INC
1127342,GMXRQ,GMX RESOURCES INC
1127269,GMR,General Maritime Subsidiary Corp
1127242,ICDT,ADARNA ENERGY Corp
1127160,CLBH,CAROLINA BANK HOLDINGS INC
1127005,PGMI,"PGMI, INC."
1127005,PGMIE,"PGMI, INC."
1126960,HTVL,HARTVILLE GROUP INC
1126752,PGSW,PEGASUS WIRELESS CORP
1126752,PGSWE,PEGASUS WIRELESS CORP
1126659,IFCNF,INFICON HOLDING AG
1126577,BBKH,BLUEBOOK INTERNATIONAL HOLDING CO
1126577,BBKHE,BLUEBOOK INTERNATIONAL HOLDING CO
1126313,RSAIY,RSA Insurance Group plc
1126302,ONGO,"METRO ONE DEVELOPMENT, INC"
1126294,RRI,"GenOn Energy, Inc."
1126216,NTS,"NTS, INC."
1126140,GIVN,GIVEN IMAGING LTD
1126136,CRXL,CRUCELL NV
1125914,OPEN,OPENTABLE INC
1125903,SHRNE,SHELRON GROUP INC
1125903,SHRN,SHELRON GROUP INC
1125856,MYHAE,"My Healthy Access, Inc."
1125603,SGXP,"SGX PHARMACEUTICALS, INC."
1125532,MFCD,"VERTICAL BRANDING, INC."
1125532,MFCDE,"VERTICAL BRANDING, INC."
1125376,ENSGV,"ENSIGN GROUP, INC"
1125225,TDOT,2DOTRADE INC
1125053,KTRK,"InterAmerican Gaming, Inc."
1125051,AVNYE,Avensys CORP
1125001,IOMI,"INTERCELL USA, INC."
1124827,UTIW,UTi WORLDWIDE INC
1124804,MDRXD,"ALLSCRIPTS HEALTHCARE SOLUTIONS, INC."
1124796,LASR,"NLIGHT, INC."
1124608,RGDX,RESPONSE GENETICS INC
1043156,STRZ,STAR BUFFET INC
1124394,CSTC,HydroGen CORP
1124217,PMSOE,PRIMAL SOLUTIONS INC
1124024,FEEC,FAR EAST ENERGY CORP
1124024,FEECQ,FAR EAST ENERGY CORP
1123979,SNMX,SENOMYX INC
1123870,CIBTF,CIBT Education Group Inc.
1123695,IMRX,IMARX THERAPEUTICS INC
1123661,SYT,SYNGENTA AG
1123647,ATPG,ATP OIL & GAS CORP
1123580,ADYEE,ARADYME CORP
1123580,ADYE,ARADYME CORP
1123541,PNSN,PENSON WORLDWIDE INC
1123494,HBIOV,HARVARD BIOSCIENCE INC
1123493,VDWB,China Logistics Group Inc
1123455,HEDYY,HEAD NV
1123316,CRVP,"Crystal Rock Holdings, Inc."
1123270,BKMU,BANK MUTUAL CORP
1123267,BRHAF,Hannan Metals Ltd.
1123028,RSTN,RIVERSTONE NETWORKS INC
1122904,NTGRV,"NETGEAR, INC"
1122787,NAPS,NAPSTER INC
1122771,PTRZ,"American Southwest Music Distribution, Inc"
1122686,SRTU,"Pure Play Music, Ltd."
1122388,ELLI,ELLIE MAE INC
1122342,AFOP,ALLIANCE FIBER OPTIC PRODUCTS INC
1122304,AET,AETNA INC /PA/
1122211,TWKGQ,TRENWICK GROUP LTD
1122135,MRCIY,telent plc
1122051,XCOM,"XTERA COMMUNICATIONS, INC."
1122020,PCSVE,PCS EDVENTURES COM INC
1121901,GWTE,"GLOBAL EARTH ENERGY, INC."
1121811,EENT,ENERGY & ENGINE TECHNOLOGY CORP
1121811,EENTE,ENERGY & ENGINE TECHNOLOGY CORP
1121795,GHSTE,Ghost Technology Inc.
1121793,ASLG,"JAGGED PEAK, INC."
1121785,SLSZ,SLS INTERNATIONAL INC
1121785,SLSZQ,SLS INTERNATIONAL INC
1121783,AQQS,AMERICAN SPECTRUM REALTY INC
1121520,CYADE,"Xtreme Motorsports International, Inc."
1121439,EMAG,EMAGEON INC
1121309,SURE,SUREBEAM CORP
1121282,SZSNE,"SHANDONG ZHOUYUAN SEED & NURSERY CO., LTD."
1121225,BUF,"MINRAD INTERNATIONAL, INC."
1120970,GSPG,Comstock Mining Inc.
1120970,GSPGD,Comstock Mining Inc.
1120916,AEZ,HESS BAKKEN INVESTMENTS I Corp
1120462,IWA,IOWA TELECOMMUNICATIONS SERVICES INC
1120438,TWTI,THIRD WAVE TECHNOLOGIES INC /WI
1120427,SBNK,SONOMA VALLEY BANCORP
1120411,WDMG,"WINSONIC DIGITAL MEDIA GROUP, LTD."
1120411,WDMGE,"WINSONIC DIGITAL MEDIA GROUP, LTD."
1120295,XXIA,IXIA
1120246,AMRNF,AMARIN CORP PLC
1120210,DCIU,"DCI USA, INC"
1120210,DCIUE,"DCI USA, INC"
1120105,ITLN,INTELLON CORP
1120102,APCS,ALAMOSA HOLDINGS INC
1120096,SCEI,Sino Clean Energy Inc
1119985,HYGSD,HYDROGENICS CORP
1119951,HFGB,"Huifeng Bio-Pharmaceutical Technology, Inc."
1119775,MTSXY,METAL STORM LTD /ADR/
1119745,EURX,EURAND N.V.
1119744,VRYAE,VIRYANET LTD
1119744,VRYAD,VIRYANET LTD
1119744,VRYA,VIRYANET LTD
1119721,USPO,Eastern Environment Solutions Corp.
1119721,USPOE,Eastern Environment Solutions Corp.
1119690,VLSH,VALESC HOLDINGS INC
1119643,NPHCE,NUTRA PHARMA CORP
1119639,PBRA,PETROBRAS - PETROLEO BRASILEIRO SA
1119601,CESV,"CHINA ENERGY SAVINGS TECHNOLOGY, INC."
1119307,NWPWQ,NEWPOWER HOLDINGS INC
1119272,PPYR,PRIMEPLAYER INC
1118941,ENWV,ENDWAVE CORP
1118847,QNGP,QUANTUM GROUP INC /FL
1118847,QNGPE,QUANTUM GROUP INC /FL
1118421,OSRC,ONESOURCE TECHNOLOGIES INC
1118361,RNVS,RENOVIS INC
1118344,DNDTE,DND TECHNOLOGIES INC
1118326,CSRV,CERTIFIED SERVICES INC
1118159,CAUL,"VERSADIAL, INC."
1118148,ACAP,AMERICAN PHYSICIANS CAPITAL INC
1118037,SAJA,SAJAN INC
1117733,PRSS,CAFEPRESS INC.
1117629,GPCBY,GPC BIOTECH AG
1117399,SRA,MERCK SERONO S.A.
1117258,SITG,SECURITY INTELLIGENCE TECHNOLOGIES INC
1117258,SITGQ,SECURITY INTELLIGENCE TECHNOLOGIES INC
1117228,MMGW,MASS MEGAWATTS WIND POWER INC
1117119,KNTA,KINTERA INC
1117106,N,NETSUITE INC
1117095,TIKRE,TIKCRO TECHNOLOGIES LTD
1117064,IVTAY,INFOVISTA SA
1116927,GPR,GEOPETRO RESOURCES CO
1116884,SERW,ORDERPRO LOGISTICS INC
1116794,ATYV,AMERICAN TOY VENDING INC
1116755,DWRI,DESIGN WITHIN REACH INC
1116677,NNGB,NanoSignal CORP
1116581,DLGS,DIALOG SEMICONDUCTOR PLC
1116435,AIRV,AIRVANA INC
1116350,TZII,TZF INTERNATIONAL INVESTMENTS INC
729156,PEDH,PEOPLES EDUCATIONAL HOLDINGS
1116198,SSMG,Sunrise Solar CORP
1116198,SSMGE,Sunrise Solar CORP
1116139,APGO,Trident Systems International/AAMPRO
1116139,APGOE,Trident Systems International/AAMPRO
1116134,TTCMY,TATA COMMUNICATIONS LTD
1116134,VSL,TATA COMMUNICATIONS LTD
1116112,USFF,US FUEL CORP
1116112,NSOL,US FUEL CORP
1116094,AXCA,AXCAN PHARMA INC
1115954,TRDM,TREND MINING CO
1115954,TRDME,TREND MINING CO
1115836,BEL,Belmond Ltd.
1115568,WGNB,WGNB CORP
1115551,IMTS,INTERACTIVE MOTORSPORTS & ENTERTAINMENT CORP
1115551,IMTSE,INTERACTIVE MOTORSPORTS & ENTERTAINMENT CORP
1114925,LTRXD,LANTRONIX INC
1114908,CPBXQ,"Challenger Powerboats, Inc."
1114872,MCEL,MILLENNIUM CELL INC
1114714,KNXA,KENEXA CORP
1114446,OUBS,UBS AG
1114365,CRNME,CURON MEDICAL INC
1114365,CRNM,CURON MEDICAL INC
1114241,IYXIE,INYX INC
1114222,OCRI,OCEAN RESOURCES INC
1114220,KERX,KERYX BIOPHARMACEUTICALS INC
1114200,AMMD,AMERICAN MEDICAL SYSTEMS HOLDINGS INC
1113679,PXPT,PRACTICEXPERT INC
1113679,PXPTE,PRACTICEXPERT INC
1113668,REVU,PRINCETON REVIEW INC
1113580,WSLR,WHISTLER INC
1113247,BGPTQ,BEARINGPOINT INC
1113172,ABV,AMERICAN BEVERAGE CO AMBEV
1113129,VHSIQ,VELOCITYHSI INC
1113107,FFBI,FIRST FEDERAL BANCSHARES INC /DE
1113099,GCOR,GENENCOR INTERNATIONAL INC
1112987,ICLN,INTERCALLNET INC
1112425,NAGA,PureRay CORP
1112424,HIETE,HIENERGY TECHNOLOGIES INC
1112424,HIET,HIENERGY TECHNOLOGIES INC
1112422,MOTVE,MOTIVE INC
1112422,MOTV,MOTIVE INC
1112412,END,ENDEAVOUR INTERNATIONAL CORP
1112372,MDLHE,MEDICAL INTERNATIONAL TECHNOLOGY INC
775057,ALTX,ALTEX INDUSTRIES INC
1111882,PHIV,PRIME HOLDINGS & INVESTMENTS INC
1111789,VVVVQ,VIASOURCE COMMUNICATIONS INC
1111759,SPIL ,SILICONWARE PRECISION INDUSTRIES CO LTD
1111721,STLW,STRATOS INTERNATIONAL INC
1111710,PRNC,PR SPECIALISTS INC
1111695,VTEC,United Consortium Ltd
1111665,TSYS,TELECOMMUNICATION SYSTEMS INC /FA/
1111634,XOHO,XO HOLDINGS INC
1111634,XOHOE,XO HOLDINGS INC
1111559,TRAD,TRADESTATION GROUP INC
1111492,AUTNF,AUTONOMY CORP PLC
1111391,AENP,AMERICAN ENERGY PRODUCTION INC
1111391,AENPE,AMERICAN ENERGY PRODUCTION INC
1111335,VSTN,VISTEON CORP
1111335,VSTNQ,VISTEON CORP
1111247,RNOW,RIGHTNOW TECHNOLOGIES INC
1111118,VIIN,Motor Sport Country Club Holdings Inc
1111118,VIINE,Motor Sport Country Club Holdings Inc
1110903,NEI,NETWORK ENGINES INC
1110903,NENG,NETWORK ENGINES INC
1110783,MON,MONSANTO CO /NEW/
1110654,SBET,SUREBET CASINOS INC
1110650,GSOL,GLOBAL SOURCES LTD /BERMUDA
1110648,IMTLE,"IMAGE PROTECT, INC."
1110647,OCLR,"OCLARO, INC."
1110607,DPDWE,"Deep Down, Inc."
1110607,DPDWD,"Deep Down, Inc."
1110361,ERMS,EROOMSYSTEM TECHNOLOGIES INC
1110206,KOSN,KOSAN BIOSCIENCES INC
1110009,GNSC,GENAISSANCE PHARMACEUTICALS INC
1109848,BSXT,BOE FINANCIAL SERVICES OF VIRGINIA INC
1109808,AVCT,AVOCENT CORP
1109749,PVNG,PAVING STONE CORP
1109744,ADGD,ANDRESMIN GOLD CORP
1109744,ADGDE,ANDRESMIN GOLD CORP
1109740,CTTY,CATUITY INC
1109662,KKTI,KIK TECHNOLOGY INTERNATIONAL INC
1109662,KKTIE,KIK TECHNOLOGY INTERNATIONAL INC
1109525,BARI,BANCORP RHODE ISLAND INC
1109504,ALUHQ,Empower Clinics Inc.
1109418,SOPEF,SOPHEON PLC
1109357,EXCU,EXELON CORP
1109219,LCHL,"DEFI GLOBAL, INC"
1109219,LCHLE,"DEFI GLOBAL, INC"
1109196,MBVX,"MABVAX THERAPEUTICS HOLDINGS, INC."
1109190,EFD,EFUNDS CORP
1109153,BPACE,"TRISTAR WELLNESS SOLUTIONS, INC."
1109153,BPAC,"TRISTAR WELLNESS SOLUTIONS, INC."
1109067,DSTV,"MOVIE STUDIO, INC."
1109067,DSTVE,"MOVIE STUDIO, INC."
1108955,SOYOE,SOYO GROUP INC
1108951,LSBC,LARGE SCALE BIOLOGY CORP
1108906,SRVY,GREENFIELD ONLINE INC
1108828,WEDXD,WESTAIM CORP
1108727,IPCS,"iPCS, INC"
1108645,TBXC,FRONTIER OILFIELD SERVICES INC
1108645,TBXCE,FRONTIER OILFIELD SERVICES INC
1108521,TNCVF,TELESIS NORTH COMMUNICATIONS INC
1108332,ALVR,ALVARION LTD
1108248,KNOSE,KRONOS ADVANCED TECHNOLOGIES INC
1108185,OCNW,OCCAM NETWORKS INC/DE
1108166,NABYF,SINO-EXCEL ENERGY Ltd
1108150,QSTI,QUESTEC COM INC
1108109,CYHHZ,COMMUNITY HEALTH SYSTEMS INC
1108058,TUNE,MICROTUNE INC
1108046,OSLC,AlumiFuel Power Corp
1107998,GJRC,CLICKER INC.
1107955,USEIE,US Energy Initiatives CORP
1107802,HLEGE,"HEADLINERS ENTERTAINMENT GROUP, INC."
1107802,HLEG,"HEADLINERS ENTERTAINMENT GROUP, INC."
1107714,QTEK,QUINTEK TECHNOLOGIES INC
1107714,QTEKE,QUINTEK TECHNOLOGIES INC
1107699,SBJX,SUBJEX CORP
1107699,SBJXE,SUBJEX CORP
1107694,RAX,"RACKSPACE HOSTING, INC."
1107601,AGIX,ATHEROGENICS INC
1107601,AGIXQ,ATHEROGENICS INC
1107445,TBII,TRANSWORLD BENEFITS INTERNATIONAL INC
1107332,DNDN,DENDREON CORP
1107216,ORCH,ORCHID CELLMARK INC
1107194,CTLM,CENTILLIUM COMMUNICATIONS INC
1106980,ACBA,AMERICAN COMMUNITY BANCSHARES INC
1106952,SDAY,SUNDAY COMMUNICATIONS LTD
1106942,BBBB,BLACKBOARD INC
1106935,IVAN,IVANHOE ENERGY INC
1106935,IVNWF,IVANHOE ENERGY INC
1106851,OVTI,OMNIVISION TECHNOLOGIES INC
1106848,EFIRE,"EGPI FIRECREEK, INC."
1106773,SCRX,"SCIELE PHARMA, INC."
1106714,PSITY,PSI TECHNOLOGIES HOLDINGS INC
1106645,DRSVE,DEBT RESOLVE INC
1080399,RYPE,ROYALITE PETROLEUM CO INC.
1106213,CBCO,SEAFARER EXPLORATION CORP
1106181,WFSC,WESTSTAR FINANCIAL SERVICES CORP
1106181,WFSCE,WESTSTAR FINANCIAL SERVICES CORP
1106056,SAYCY,SATYAM COMPUTER SERVICES LTD
1080029,MYDP,"Dougherty's Pharmacy, Inc."
1105982,OTIX,"OTIX GLOBAL, INC."
1105982,OTIXD,"OTIX GLOBAL, INC."
1105947,USBU,USA BROADBAND INC
1105841,CKSW,CLICKSOFTWARE TECHNOLOGIES LTD
1105705,TMX-W,"WARNER MEDIA, LLC"
